,Title,Skills,Level,Link
449,Financial Management," Financial Statement Analysis, Financial Statements, Return On Investment, Risk Management, Balance Sheet, Accounts Receivable, Accounts Payable and Receivable, Inventory Control, Business Risk Management, Credit Risk, Income Statement, Financial Acumen, Risk Mitigation, Operational Risk, Resource Allocation, Financial Analysis, Cash Flows, Strategic Decision-Making, Operational Efficiency, Stakeholder Communications",Beginner,https://www.coursera.org/specializations/business-financial-management
450,Human Anatomy and Medical Terminology Fundamentals," Medical Terminology, Pulmonology, Pathology, Endocrinology, Cardiology, Medical Records, Neurology, Respiratory Care, Obstetrics And Gynecology, General Medical Tests and Procedures, Urology, Gynecology, Anatomy, Human Musculoskeletal System, Respiration, Medical Practices and Procedures, Urinalysis, Sensory Systems Analysis, Hemodynamics, Cell Biology",Beginner,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals
451,Achieving Personal and Professional Success," Influencing, Active Listening, Negotiation, Communication, Communication Strategies, Persuasive Communication, Contract Negotiation, Trustworthiness, Leadership, Interpersonal Communications, Leadership Development, Business Communication, Strategic Communication, Relationship Building, Rapport Building, Professional Networking, Innovation, Growth Mindedness, Personal Development, Optimism",Beginner,https://www.coursera.org/specializations/wharton-success
452,Introduction to Large Language Models," Large Language Modeling, Prompt Engineering, LLM Application, Generative AI",Beginner,https://www.coursera.org/learn/introduction-to-large-language-models
453,Social Psychology," Social Sciences, Psychology, Persuasive Communication, Social Justice, Empathy & Emotional Intelligence, Behavior Management, Conflict Management, Research, Diversity Awareness",Beginner,https://www.coursera.org/learn/social-psychology
454,Fundamentals of Finance," Finance, Capital Budgeting, Portfolio Management, Equities, Corporate Finance, General Finance, Return On Investment, Financial Analysis, Portfolio Risk, Business Valuation, Financial Market, Securities (Finance), Investment Management, Investments, Cash Flows, Risk Analysis",Beginner,https://www.coursera.org/learn/finance-fundamentals
455,Accelerate Your Job Search with AI," Web Presence, Interviewing Skills, Applicant Tracking Systems, Communication, Google Gemini, Professional Development, Oral Expression, AI literacy, AI Enablement, Brand Strategy, Value Propositions, LLM Application, Follow Through, Business Writing, Writing and Editing, Planning, Google Sheets, Generative AI, Relationship Management, Personal Attributes",Beginner,https://www.coursera.org/specializations/google-accelerate-your-job-search-with-ai
456,School Health for Children and Adolescents," Autism Spectrum Disorders, Individualized Education Programs (IEP), Special Education, Nutrition Education, Community Health, School Psychology, Chronic Diseases, Case Studies, Nutrition and Diet, Empathy & Emotional Intelligence, Health Education, Health Promotion, School Counseling, Developmental Disabilities, Mental and Behavioral Health Specialties, Parent Communication, Care Management, Communication Disorders, Pediatric First Aid, Behavioral Health",Beginner,https://www.coursera.org/specializations/school-health-for-children-and-adolescents
457,Essentials in Clinical Simulations Across the Health Professions," Clinical Practices, Program Standards, Nurse Education, Nursing, Health Education, Communication Strategies, Medical Equipment and Technology, Constructive Feedback, Professional Development",Intermediate,https://www.coursera.org/learn/clinicalsimulations
458,Integrative Health and Medicine," Drug Interaction, Meditation & Breathwork, Patient Education And Counseling, Mindfulness, Patient Referral, Pharmacology, Treatment Planning, Health Care Procedure and Regulation, Pain Management, Contraindication, Manual Therapy, Patient Safety, Health Assessment, Patient Education and Support, Clinical Practices, Nursing Practices, Pharmacotherapy, Patient Evaluation, Nurse Education, Patient-centered Care",Beginner,https://www.coursera.org/specializations/integrative-health-and-medicine
459,Instagram Content Creator Pro," Instagram, Video Editing, Content Scheduling, Content Performance Analysis, Drive Engagement, Storytelling, Social Media Analytics, Social Media Content, Canva (Software), Content Optimization, Content Creation, Design Elements And Principles, Paid media, Graphic and Visual Design, Driving engagement, Competitive Analysis, Content Strategy, Analytics, Visual Design, Marketing",Beginner,https://www.coursera.org/specializations/instagram-content-creator-pro
460,Digital Marketing with Canva," Canva (Software), Social Media Content, Content Creation, Content Performance Analysis, Social Media Marketing, Marketing Effectiveness, Content Development and Management, Video Production, Digital Media Strategy, Style Guides, Digital Design, Graphic Design, Graphic and Visual Design, Marketing Analytics, Web Analytics, Video Editing, Performance Measurement, Brand Management, Key Performance Indicators (KPIs), Drive Engagement",Beginner,https://www.coursera.org/specializations/digital-marketing-with-canva
461,Learn English: Beginning Grammar," Grammar, Language Competency, English Language, Vocabulary, Language Learning",Beginner,https://www.coursera.org/specializations/learn-english-beginning-grammar
462,Oil & Gas Industry Operations and Markets ," Petroleum Industry, Oil and Gas, Market Dynamics, Energy and Utilities, Operating Cost, Transportation Operations, Operations, Production Process, Manufacturing and Production, Market Trend, Cost Estimation, Global Marketing, Market Analysis, Natural Resource Management, Prospecting and Qualification",Mixed,https://www.coursera.org/learn/oilandgas
463,Adobe Digital Marketing Strategy," Content Scheduling, Marketing Strategies, Personalized Campaigns, Data-Driven Marketing, Promotional Strategies, Marketing Planning, Adobe Express, Marketing Strategy and Techniques, Social Media Content, Digital Marketing Campaigns, Cross-Channel Marketing, Content Marketing, Digital Marketing, Social Media Marketing, Content Strategy, Brand Marketing, Market Research, Graphic and Visual Design, Generative AI, Performance Analysis",Beginner,https://www.coursera.org/specializations/adobe-digital-marketing-strategy
464,Data Visualization & Business Intelligence," Data Storytelling, Data Presentation, Dashboard, Data Analysis Expressions (DAX), Power BI, Data Visualization, Key Performance Indicators (KPIs), Data Transformation, Dashboard Creation, Presentations, Data Synthesis, Usability Testing, Microsoft PowerPoint, Star Schema, Data Integration, Business Intelligence Software, Microsoft Excel, Statistical Visualization, Business Intelligence, Data Cleansing",Beginner,https://www.coursera.org/specializations/data-visualization-business-intelligence
465,SAP Business Analyst," User Story, Business Process Modeling, Risk Analysis, Performance Measurement, Stakeholder Management, Process Analysis, Business Analysis, Risk Management, Requirements Elicitation, Process Design, Requirements Management, Business Process, Process Mapping, Risk Management Framework, Stakeholder Engagement, Performance Metric, Process Improvement, Project Portfolio Management, Stakeholder Communications, Business Requirements",Beginner,https://www.coursera.org/professional-certificates/sap-business-analyst
466,Biostatistics in Public Health," Biostatistics, Statistical Hypothesis Testing, Logistic Regression, Regression Analysis, Sampling (Statistics), Statistical Methods, Histogram, Box Plots, Statistical Visualization, Statistical Analysis, Data Literacy, Medical Science and Research, Quantitative Research, Descriptive Statistics, Probability & Statistics, Statistical Inference, Probability Distribution, Public Health, Scientific Methods, Statistics",Beginner,https://www.coursera.org/specializations/biostatistics-public-health
467,Creating Business Value with Data and Looker," Looker (Software), Dashboard Creation, Dashboard, Data Governance, Data Visualization, Digital Transformation, Data Presentation, Real Time Data, Google Cloud Platform, Data Modeling, Business Transformation, Interactive Data Visualization, Data Visualization Software, Data Synthesis, Data Management, Data Warehousing, Pivot Tables And Charts, Ad Hoc Reporting, Performance Tuning, Business Intelligence Software",Intermediate,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker
468,Introduction to Forensic Science," Criminal Investigation and Forensics, Chemistry, Investigation, Biochemistry, Laboratory Testing, Laboratory Research, Pharmacology, Science and Research, Laboratory Procedures, Molecular Biology",Mixed,https://www.coursera.org/learn/forensic-science
469,The Business of Music Production," Intellectual Property, Music History, Contract Negotiation, Music, Musical Composition, Peer Review, Lawsuits, Court Systems, Litigation and Civil Justice, Contract Review, Registration, Negotiation, Media Production, Instrumental Music, Automation, Post-Production, Legal Risk, Entrepreneurship, File Management, Business",Beginner,https://www.coursera.org/specializations/business-music-production
470,Human Resources Analytics," Data Storytelling, People Analytics, Data Presentation, Employee Relations, Human Resource Strategy, Human Resource Management, Performance Metric, Data Strategy, Employee Training, Dashboard, Business Metrics, Employee Engagement, Business Analysis, Employee Retention, Data Analysis, Training and Development, Compensation and Benefits, Compensation Strategy, Talent Recruitment, Mental Health",Beginner,https://www.coursera.org/learn/human-resources-analytics
471,IBM Mainframe Developer," Mainframe Computing, COBOL (Programming Language), Systems Development Life Cycle, Software Development Life Cycle, Mainframe Technologies, z/OS, Unit Testing, Systems Analysis, Job Control Language (JCL), IBM DB2, Systems Development, Agile Software Development, Debugging, Pseudocode, Program Development, Software Development Methodologies, Virtualization, Agile Methodology, Software Development, File I/O",Intermediate,https://www.coursera.org/professional-certificates/ibm-mainframe-developer
472,Data Structures and Algorithms," Data Structures, Graph Theory, Algorithms, Bioinformatics, Data Storage, Development Testing, Theoretical Computer Science, Computational Thinking, Network Analysis, Computer Programming, Programming Principles, Python Programming, C and C++, Infectious Diseases, Java Programming, Java, Rust (Programming Language), Javascript, Software Testing, Debugging",Intermediate,https://www.coursera.org/specializations/data-structures-algorithms
473,Digital Transformation Using AI/ML with Google Cloud," Business Transformation, Innovation, Digital Transformation, Serverless Computing, Cloud Services, Data Ethics, Cloud Infrastructure, Google Cloud Platform, Culture Transformation, Application Programming Interface (API), Technology Strategies, Cloud Security, Data Mapping, Applied Machine Learning, Hybrid Cloud Computing, Data Strategy, Model Training, Image Analysis, Infrastructure As A Service (IaaS), Cloud Computing",Beginner,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud
474,"Introduction to Biology: Ecology, Evolution, & Biodiversity"," Biology, Environment, Microbiology, Life Sciences, Environmental Science, Molecular, Cellular, and Microbiology, Environmental Issue, Environmental Resource Management, Environment and Resource Management, Infectious Diseases, Sustainable Development, Demography, Natural Resource Management, Molecular Biology, Cell Biology, Anatomy, Climate Change Adaptation, Estimation, Taxonomy, Scientific Methods",Beginner,https://www.coursera.org/specializations/introduction-to-biology
475,Investment Management," Portfolio Management, Wealth Management, Risk Management, Financial Systems, Investment Management, Financial Market, Portfolio Risk, Capital Markets, Risk Analysis, Risk Modeling, Investments, Asset Management, Performance Measurement, Market Dynamics, Environmental Social And Corporate Governance (ESG), Financial Planning, Risk Appetite, Finance, Equities, Investment Banking",Beginner,https://www.coursera.org/specializations/investment-management
476,International Humanitarian Law in Theory and Practice ," Law, Regulation, and Compliance, Legal Proceedings, International Relations, Child Welfare, Ethical Standards And Conduct, Regulation and Legal Compliance, Case Law, Journalism, Case Studies",Beginner,https://www.coursera.org/learn/international-humanitarian-law
477,Healthcare Law," Intellectual Property, Health Insurance Portability And Accountability Act (HIPAA) Compliance, Medical Privacy, General Data Protection Regulation (GDPR), Health Systems, Personally Identifiable Information, Health Care Procedure and Regulation, Law, Regulation, and Compliance, Information Privacy, Primary Care, Health Care Administration, Health Information Management, Regulatory Compliance, Medicaid, Medicare, Health Care, Health Administration, Healthcare Industry Knowledge, Pharmaceuticals, Health Policy",Intermediate,https://www.coursera.org/specializations/healthcare-law
478,Customer Service Fundamentals," Customer Service, Problem Solving, Customer Support, Telephone Skills, Greeting Customers, Service Level, Client Support, Help Desk Support, Operations Support Systems, Customer and Client Support, Service Management, Personal Attributes, Critical Thinking and Problem Solving, Technical Support and Services, Communication, Customer Complaint Resolution, Empathy, Customer Engagement, Customer experience improvement, Process Management",Beginner,https://www.coursera.org/learn/customer-service-fundamentals
479,"Creative Design Tools: Adobe Photoshop, Illustrator, Acrobat"," Photo Editing, Adobe Illustrator, Adobe Photoshop, Adobe Acrobat, Typography, Color Theory, Document Management, Generative AI, Graphic Design, AI powered creativity, Graphic and Visual Design, Graphic and Visual Design Software, Document Control, Photography, Visual Storytelling, Design, Workflow Management, Creative Design, Digital Design, Branding",Beginner,https://www.coursera.org/specializations/creative-design-tools-adobe-photoshop-illustrator-acrobat
480,"Modern Robotics:  Mechanics, Planning, and Control"," Robotics, Machine Controls, Control Systems, Mathematical Modeling, Mathematical Software, Simulation and Simulation Software, Engineering, Mechanics, Mechanical Engineering, Applied Mathematics, Numerical Analysis, Simulations, Process Control, Virtual Environment, Torque (Physics), Graph Theory, Matlab, Algorithms, Engineering Calculations, Physics",Intermediate,https://www.coursera.org/specializations/modernrobotics
481,Talent Acquisition," Talent Acquisition, Talent Recruitment, Recruitment, Full Cycle Recruitment, Job Analysis, Contract Negotiation, Recruitment Strategies, Employee Onboarding, Negotiation, Talent Pipelining, Employee Retention, Talent Sourcing, Talent Management, Human Resource Strategy, Human Resources, Workforce Development, Applicant Tracking Systems, New Hire Orientations, Analysis, Interviewing Skills",Beginner,https://www.coursera.org/learn/talent-acquisition
482,Introduction to Artificial Intelligence (AI)," Responsible AI, Generative AI, Generative Model Architectures, LLM Application, AI literacy, Natural Language Processing, Robotics, Risk Mitigation",Beginner,https://www.coursera.org/learn/introduction-to-ai
483,Conduct UX Research and Test Early Concepts," UI/UX Research, Usability Testing, Presentations, User Experience Design, User Experience, Usability, User Research, Mobile Development, Design Research, Data Ethics, User Interface and User Experience (UI/UX) Design, Public Speaking, Research Design, Prototyping, Research Methodologies, Interviewing Skills, Information Privacy",Beginner,https://www.coursera.org/learn/conduct-ux-research
484,Introducción a la programación en Python I: Aprendiendo a programar con Python," File I/O, Python Programming, Code Reusability, Data Structures, Programming Principles, Computer Programming, Program Development, Application Development, Algorithms, Data Import/Export",Beginner,https://www.coursera.org/learn/aprendiendo-programar-python
485,Music Production," Post-Production, Music, Musical Composition, Peer Review, Media Production, Music Performance, Creativity, Instrumental Music, Automation, Editing, File Management, Writing, Digital Signal Processing, Timelines, Coordination, Data Import/Export, Digital Communications, Electronic Media",Beginner,https://www.coursera.org/specializations/music-production
486,Six Sigma Black Belt," Statistical Process Controls, Lean Six Sigma, Lean Methodologies, Six Sigma Methodology, Process Improvement, Team Management, Process Capability, Team Performance Management, Lean Manufacturing, Data Collection, Quality Improvement, Knowledge Transfer, Management Training And Development, Team Building, Process Improvement and Optimization, Statistical Hypothesis Testing, Meeting Facilitation, Continuous Improvement Process, Performance Measurement, Statistics",Intermediate,https://www.coursera.org/specializations/six-sigma-black-belt
487,Modern and Contemporary Art and Design," Photography, Art History, Critical Thinking and Problem Solving, Performing Arts, Creativity, Photo/Video Production and Technology, Visual Storytelling, Aesthetics, Electronic Media, Liberal Arts, Media and Communications, Cultural Diversity, Cultural Responsiveness, Cultural Sensitivity, Multimedia, Storytelling, Social Justice, Diversity Awareness, Design, Social Studies",Beginner,https://www.coursera.org/specializations/modern-contemporary-art-design
488,Moral Foundations of Politics ," Political Sciences, Policy Analysis, Social Justice, Social Studies, Public Policies, Economics, Policy, and Social Studies, Social Sciences, Law, Regulation, and Compliance, Governance, Sociology, Ethical Standards And Conduct, Liberal Arts, Socioeconomics, Economics",Mixed,https://www.coursera.org/learn/moral-politics
489,Introduction to Events Management ," Event Management, Event Marketing, Event Planning, Logistics Management, Hospitality, Logistics, Hospitality Management, Planning, Budget Management, Operations Management, Coordinating, Budgeting, Vendor Management, Coordination, Plan Execution",Beginner,https://www.coursera.org/learn/introduction-to-events-management
490,Photography Basics and Beyond: From Smartphone to DSLR," Design Elements And Principles, Photography, Photo Editing, Peer Review, Design, Post-Production, Image Quality, Photo/Video Production and Technology, File Management, Visual Storytelling, Creative Design, Creativity, Digital Publishing, Web Presence, Social Media, Storytelling, Copywriting, Information Privacy, Writing, Web Design and Development",Beginner,https://www.coursera.org/specializations/photography-basics
491,Algorithms for Battery Management Systems," Electrical Safety, Electrical Systems, High Voltage, Simulation and Simulation Software, Simulations, Electronic Components, Safety Standards, Estimation, Control Systems, Thermal Management, Mathematical Modeling, Power Electronics, Electrical Power, Failure Analysis, Probability, Electrical Engineering, Energy and Utilities, Failure Mode And Effects Analysis, Model Evaluation, Mathematical Software",Intermediate,https://www.coursera.org/specializations/algorithms-for-battery-management-systems
492,Financial Modeling & Valuation with Excel," Microsoft Excel, Excel Formulas, Pivot Tables And Charts, Working Capital, Cash Flows, Income Statement, Financial Analysis, Financial Accounting, Revenue Recognition, Business Valuation, Generally Accepted Accounting Principles (GAAP), Equities, Business Reporting, Spreadsheet Software, Data Visualization, Capital Expenditure, Interactive Data Visualization, Financial Modeling, Finance, Corporate Finance",Beginner,https://www.coursera.org/specializations/financial-modeling-valuation-excel
493,Terrorism and Counterterrorism: Comparing Theory and Practice," Public Safety and National Security, Research, Mitigation, Research Methodologies, Policy Analysis, Media and Communications, World History, International Relations, Security Strategy, Political Sciences, Public Policies, Trend Analysis, Social Impact, Psychology",Beginner,https://www.coursera.org/learn/terrorism
494,Introduction to Finance: The Basics," Financial Statements, Finance, Financial Statement Analysis, Financial Accounting, Cash Flows, Financial Analysis, Income Statement, Financial Management, Balance Sheet, Financial Market, General Finance, Corporate Finance, Resource Allocation, Investment Banking, Capital Budgeting, Asset Management, Organizational Structure, Corporate Tax, Leadership and Management, Governance",Beginner,https://www.coursera.org/learn/introduction-to-finance-the-basics
495,Fundamentals of Machine Learning for Healthcare," Machine Learning Methods, Healthcare Ethics, Data Ethics, Statistical Machine Learning, Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Responsible AI, Artificial Neural Networks, Healthcare Industry Knowledge, Model Evaluation, Medical Science and Research, Model Training, Artificial Intelligence and Machine Learning (AI/ML), Reinforcement Learning, Supervised Learning, Health Informatics, Generative Model Architectures, Deep Learning, Health Policy",Beginner,https://www.coursera.org/learn/fundamental-machine-learning-healthcare
496,Generative AI for Educators & Teachers," Prompt Engineering, Generative AI, Prompt Patterns, AI powered creativity, ChatGPT, Ideation, Verification And Validation, AI literacy, Creative Problem-Solving, AI Enablement, Responsible AI, Risking, AI Personalization, Image Analysis, LLM Application, Innovation, Brainstorming, Game Design, Organizational Skills, Lesson Planning",Beginner,https://www.coursera.org/specializations/generative-ai-for-educators-teachers
497,Forensic Accounting and Fraud Examination," Fraud detection, Auditing, Loss Prevention, Internal Controls, Financial Controls, Anomaly Detection, Financial Auditing, Cybersecurity, Financial Data, Investigation, Analytics, Specialized Accounting, Big Data, Accounting, Business Ethics, Data Mining, Accountability",Mixed,https://www.coursera.org/learn/forensic-accounting
498,Finanzas personales," Insurance Policies, General Finance, Cost Management, Investment Management, Waste Minimization",Beginner,https://www.coursera.org/learn/finanzas-personales
499,Health Informatics," Health Informatics, Clinical Informatics, Healthcare Project Management, Health Technology, Change Control, Health Systems, Informatics, Health Policy, Health Care, Health Assessment, Medical Records, Health Care Administration, Healthcare Industry Knowledge, Health Information Management, Clinical Leadership, Health Administration, Decision Intelligence, Decision Support Systems, Solution Design, Data Science",Beginner,https://www.coursera.org/specializations/health-informatics
500,GPU Programming," Artificial Neural Networks, Image Analysis, Event-Driven Programming, Program Development, Scalability, Applied Machine Learning, Deep Learning, C and C++, Memory Management, Performance Tuning, Software Development, C++ (Programming Language), Dataflow, Digital Signal Processing, Linear Algebra, Distributed Computing, System Programming, Hardware Architecture, Mathematical Software, Machine Learning",Intermediate,https://www.coursera.org/specializations/gpu-programming
501,Business Data Management and Communication," Data Storytelling, Revenue Recognition, Data Presentation, Data Visualization, Business Workflow Analysis, Accrual Accounting, Financial Statements, Accruals, Storytelling, Cash Flows, Accounting, Financial Statement Analysis, Business Analytics, Financial Accounting, Business Analysis, Big Data, Asset Management, Analytics, Data Analysis, Intellectual Property",Intermediate,https://www.coursera.org/specializations/business-data-management-communication
502,"JavaScript Programming with React, Node & MongoDB"," Server Side, Node.JS, React Redux, Restful API, Database Design, Ajax, Database Development, Database Application, Full-Stack Web Development, Back-End Web Development, NoSQL, Front-End Web Development, Javascript, React.js, Performance Tuning, API Design, Data Structures, MongoDB, Debugging, JavaScript Frameworks",Beginner,https://www.coursera.org/specializations/javascript-programming-with-react-node-mongodb
503,Think Outside the Inbox: Email Marketing," Email Marketing, Campaign Management, Copywriting, Marketing Strategy and Techniques, Email Automation, Personally Identifiable Information, Digital Marketing Campaigns, Digital Marketing, Digital Marketing Tools, Marketing Automation, Campaign Planning, HubSpot CRM, Information Privacy, Marketing Analytics, Promotional Strategies, Data Ethics, Smart Goals, Customer Retention, Key Performance Indicators (KPIs), Goal Setting",Beginner,https://www.coursera.org/learn/think-outside-the-inbox
504,Put It to Work: Prepare for Cybersecurity Jobs," Incident Response, Computer Security Incident Management, Incident Management, Cybersecurity, Cyber Threat Intelligence, Security Management, Security Awareness, Data Ethics, Data Security, Technical Communication, AI Workflows, Artificial Intelligence, Generative AI",Beginner,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs
505,BI Essentials for Finance Analysts (Power BI Edition)," Data Analysis Expressions (DAX), Power BI, Snowflake Schema, Data Modeling, SQL, Dashboard, Microsoft Excel, Business Intelligence, Data Import/Export, Dashboard Creation, Business Reporting, Business Intelligence Software, Excel Formulas, Databases, Spreadsheet Software, Performance Reporting, Data Manipulation, Data Transformation, Financial Analysis, Data Visualization",Beginner,https://www.coursera.org/specializations/bi-essentials-for-finance-professionals-powerbi
506,Greek and Roman Mythology," Ancient History, Art History, Liberal Arts, World History, Aesthetics, Performing Arts, Ethical Standards And Conduct, Anthropology, Sociology, Oral Expression, Psychology",Mixed,https://www.coursera.org/learn/mythology
507,Excel Skills for Data Analytics and Visualization," Pivot Tables And Charts, Data Storytelling, Power BI, Data Presentation, Microsoft Excel, Excel Formulas, Dashboard Creation, Data Visualization Software, Data Visualization, Interactive Data Visualization, Dashboard, Data Cleansing, Data Manipulation, Data Preprocessing, Spreadsheet Software, Excel Macros, Data Wrangling, Data Processing, Tree Maps, Data Analysis",Intermediate,https://www.coursera.org/specializations/excel-data-analytics-visualization
508,Líder de IA generativa (Generative AI Leader)," Prompt Engineering, Responsible AI, Google Gemini, Gemini, Generative AI, Generative AI Agents, Generative Model Architectures, Google Cloud Platform, AI Workflows, Google Workspace, AI Orchestration, Data Ethics, Agentic Workflows, AI Product Strategy, Prompt Patterns, AI Security, Large Language Modeling, Artificial Intelligence, Cloud Computing, Collaboration",Beginner,https://www.coursera.org/specializations/genaileader-es
509,Using Public Policy for Social Change," Policy Analysis, Policy Development, Social Justice, Advocacy, Public Policies, Political Sciences, Health Policy, Social and Human Services, Social Impact, Economics, Policy, and Social Studies, Program Evaluation, Community and Social Work, Public Administration, Case Studies, Diversity Equity and Inclusion Initiatives, Research, Persuasive Communication, Problem Solving",Beginner,https://www.coursera.org/learn/using-public-policy-for-social-change
510,Career Readiness & Leadership Skills in the Modern Workplace," Active Listening, Empathy & Emotional Intelligence, Emotional Intelligence, Team Performance Management, Interviewing Skills, Executive Presence, Leadership Development, Conflict Management, Business Ethics, Management Training And Development, Case Studies, Empathy, Relationship Management, Ethical Standards And Conduct, Leadership, Self-Awareness, Oral Expression, Workforce Development, Professional Networking, Communication",Beginner,https://www.coursera.org/specializations/career-readiness-and-leadership-skills-in-the-modern-workplace
511,AI Applications in Marketing and Finance," AI Personalization, Fraud detection, Personalized Campaigns, Big Data, Credit Risk, Risk Management, Risk Modeling, Personalized Service, Digital Transformation, Data-Driven Marketing, Customer Insights, Machine Learning, Marketing Analytics, Machine Learning Methods, Customer Engagement, Driving engagement, Data-Driven Decision-Making, Applied Machine Learning, Financial Data, Consumer Behaviour",Mixed,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance
512,Human Resources Management and GenAI," Employee Retention, Talent Pipelining, Succession Planning, Workplace inclusivity, Human Resources Management and Planning, Performance Appraisal, Human Resource Strategy, Prompt Engineering, Mediation, Human Resources, Responsible AI, AI Enablement, Employee Performance Management, Human Resources Information System (HRIS), HR Tech, Payroll, Performance Review, Management Training And Development, Generative AI, Artificial Intelligence and Machine Learning (AI/ML)",Beginner,https://www.coursera.org/specializations/human-resources-management-and-genai
513,An Introduction to Learning Experience Design (LXD)," Program Evaluation, Course Development, Web Content Accessibility Guidelines, Educational Materials, Multimedia, Instructional Design, Learning Theory, Design, Disabilities, Education Software and Technology, Professional Development, Brainstorming, Needs Assessment, Diversity Awareness, Content Creation, Motivational Skills, Diversity Equity and Inclusion Initiatives, Prototyping, Design Strategies, Student-Centred Learning",Beginner,https://www.coursera.org/specializations/introduction-to-learning-experience-design
514,Management Consulting," Data Cleansing, Presentations, Data Presentation, Consulting, Data Visualization, Microsoft PowerPoint, Management Consulting, Executive Presence, Excel Formulas, Benchmarking, Microsoft Excel, Proposal Writing, Storytelling, Business Consulting, Data Storytelling, Analytical Skills, Lean Six Sigma, Interviewing Skills, Six Sigma Methodology, Problem Solving",Beginner,https://www.coursera.org/specializations/managementconsulting
515,PyTorch: Fundamentals," Convolutional Neural Networks, Data Quality, Data Manipulation, Image Analysis, Data Pipelines, Dataflow, Applied Machine Learning, Data Preprocessing, Model Training, Model Optimization, AI Workflows, Model Evaluation, Machine Learning",Intermediate,https://www.coursera.org/learn/pytorch-fundamentals
516,Organizational Analysis ," Organizational Structure, Social Network Analysis, Decision Making, Organizational Development, Organizational Change, Organizational Effectiveness, Strategic Decision-Making, Social Sciences, Culture, Sociology, Analysis, Resource Management, Case Studies, Coordination, Negotiation",Beginner,https://www.coursera.org/learn/organizational-analysis
517,Dynamic Public Speaking," Public Speaking, Persuasive Communication, Presentations, Oral Expression, Verbal Communication Skills, Communication, Storytelling, Motivational Skills, Advocacy, Peer Review, Constructive Feedback, Communication Strategies, Performing Arts, Concision, Writing and Editing, Action Oriented, Trustworthiness, Verbal Strategic Communication, Writing, Content Creation",Beginner,https://www.coursera.org/specializations/public-speaking
518,Meta Marketing Science Certification Prep," Meta Ads Manager, Marketing Analytics, Data-Driven Marketing, Bayesian Statistics, Descriptive Statistics, Marketing Effectiveness, Statistical Hypothesis Testing, Target Audience, Marketing Strategies, Marketing Planning, Statistical Inference, Marketing Strategy and Techniques, Statistical Software, Sampling (Statistics), A/B Testing, Data Collection, Marketing, Analytics, Performance marketing, Web Analytics",Intermediate,https://www.coursera.org/specializations/meta-marketing-science-certification-prep
519,Artificial Intelligence in Marketing," AI Personalization, Marketing Strategies, Data-Driven Marketing, Digital Transformation, Marketing, Marketing Analytics, Network Model, Data-Driven Decision-Making, Machine Learning Algorithms, Personalized Campaigns, Artificial Intelligence, Digital Marketing, Business Strategy, Case Studies, Customer Insights, Competitive Analysis, Network Analysis, Customer Engagement, AI Integrations",Beginner,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing
520,Managing Emotions in Times of Uncertainty & Stress," Empathy & Emotional Intelligence, Student Support and Services, Working With Children, Personal Development, Stress Management, Cultural Responsiveness, Empathy, Recognizing Others, Self-Awareness, Cognitive flexibility, Relationship Building",Beginner,https://www.coursera.org/learn/managing-emotions-uncertainty-stress
521,Enterprise Product Management Fundamentals," Product Development, New Product Development, Product Management, Product Lifecycle Management, Product Roadmaps, Market Research, Microsoft 365, Product Planning, Product Requirements, Agile Product Development, AI Product Strategy, Cross-Functional Collaboration, Product Strategy, Market Analysis, Business Research, Compliance Management, Competitive Analysis, Cross-Functional Team Leadership, Enterprise Security, Agile Methodology",Beginner,https://www.coursera.org/learn/microsoft-enterprise-product-management-fundamentals
522,Foundations of Business Intelligence," Stakeholder Engagement, Business Intelligence, Business Intelligence Software, Stakeholder Communications, Stakeholder Analysis, Data-Driven Decision-Making, Dashboard, Real Time Data, Data Integration, Data Modeling, Project Design, Data Analysis, Business Metrics, Plan Execution, Dashboard Creation, Business Process Improvement, Business Process, Project Implementation, Data Pipelines, Continuous Monitoring",Advanced,https://www.coursera.org/learn/foundations-of-business-intelligence
523,DeepLearning.AI TensorFlow Developer," Tensorflow, Recurrent Neural Networks (RNNs), Convolutional Neural Networks, Computer Vision, Model Evaluation, Transfer Learning, Image Analysis, Keras (Neural Network Library), Natural Language Processing, Model Training, Time Series Analysis and Forecasting, Deep Learning, Embeddings, Fine-tuning, Artificial Neural Networks, Applied Machine Learning, Generative AI, Classification Algorithms, Forecasting, Machine Learning",Intermediate,https://www.coursera.org/professional-certificates/tensorflow-in-practice
524,Certified Project Manager," Stakeholder Engagement, Team Motivation, Project Management Life Cycle, Resource Management, Project Planning, Risk Management, Stakeholder Management, Project Risk Management, Stakeholder Analysis, Project Schedules, Risk Management Framework, Resource Planning, Earned Value Management, Project Documentation, Stakeholder Communications, Negotiation, Meeting Facilitation, Project Management, Agile Project Management, Project Management Institute (PMI) Methodology",Beginner,https://www.coursera.org/specializations/skillup-edtech-modern-project-management
