Kategori_Pencarian,Posisi,Perusahaan,Lokasi,Link,Job_Description
data-scientist,Data Scientist,PT. Berca Hardayaperkasa,Jakarta Pusat,https://id.jobstreet.com/id/job/91585412?type=standard&ref=search-standalone&origin=cardTitle#sol=7b21e804aa2c317d642e8f55bd935b7f046bd5a3,Deskripsi tidak ditemukan
data-scientist,Analyst Laboratorium (operator),Pengiklan Anonim,Purwakarta,https://id.jobstreet.com/id/job/91692400?type=standard&ref=search-standalone&origin=cardTitle#sol=dd5cf208978ece02b5d33ae874c400a043f75996,"Kesempatan Kerja di Perusahaan Kota Bukit Indah Group
Kami sedang mencari Analyst Laboratorium (operator) yang antusias, terampil, dan berorientasi pada detail untuk bergabung dengan tim kami di Purwakarta, Jawa Barat. Dalam peran ini, Anda akan memainkan peran penting dalam menjaga integritas dan kualitas proses laboratorium di perusahaan kami yang dinamis.
Tanggung Jawab Utama
Melaksanakan proses pengujian/analisa air bersih & air limbah dan lainnya
Analisa kualitas bahan kimia plant
Pemelihataan alat laboratorium
Kualifikasi dan Pengalaman
-     Pendidikan/Jurusan : SMK Analisis
Lain-lain :
a.       Menguasai microsoft office, memahami alat/instrument lab.
b.      (nilai tambah) minimal 1 thn pengalaman dibidangnya
Apa yang Kami Tawarkan
Gaji kompetitif
Lingkungan kerja yang dinamis dan kolaboratif.
Tunjangan kesehatan rata inap/rawat jalan & Tunjangan Ketenagakerjaan
Tentang Perusahaan Kota Bukit Indah Group
Perusahaan Kota Bukit Indah Grup adalah salah satu perusahaan terbesar sebagai pengelola kawasan industri di jawa barat. Didirikan tahun 1990, Kawasan kami telah berkembang menjadi kawasan yang ramah lingkungan dan asri dengan mempertahankan lahan hijau tetap ada, dan berkomitmen untuk meminimalkan dampak operasional terhadap lingkungan dan menerapkan praktik-praktik terbaik dalam pengelolaan lingkungan.
Jika Anda tertarik untuk bergabung dengan tim kami yang dinamis, lamar sekarang!"
data-scientist,Unit Head – Batch Data Engineering,"PT Bank Permata, Tbk",Tangerang Selatan,https://id.jobstreet.com/id/job/92203151?type=standard&ref=search-standalone&origin=cardTitle#sol=3d170501f42f651d5694f58ec47732a7787f0f04,"Company Description :
We are one of the top 10 biggest banks in terms of assets in Indonesia and listed in the Indonesia Stock Exchange. Permata Bank is a KBMI 3 with a strong core capital of nearly 50 trillion rupiahs. We believe that our employees are our greatest asset, and we are deeply committed to creating an environment where they can Learn, Grow, and Make a difference. This commitment is reflected in the recognition we've received-HR Excellent Award 2024 in the Learning Development and Knowledge Management categories. In addition, we achieve a net profit of over 2 trillions rupiahs in 2024, further solidifying our position as a leading financial institution.
Why PermataBank ?
Here at PermataBank, you will Learn, Grow, and Make A Difference,
You will have the appetite and the ability to learn many things, challenged to grow beyond ways you can imagine, and see the incredible difference you would have made along the journey.
This is our platform for you. We cannot promise a smooth ride, but rest assured, it is going to be a meaningful journey!
Learn : We always think innovatively to improve the way we work, making it easier, better and faster.
Grow : We provide excellent service to customers and encourage excellent performance in our daily work.
Make a difference : We understand each other and together build strong relationships with internal and external parties based on mutual respect.
Key Responsibilities
Lead and grow the data engineering team
Design and manage scalable data pipelines (ETL/ELT)
Oversee data warehouse and data lake platforms
Ensure data quality, reliability, and performance
Implement data governance, lineage, and security
Collaborate with BI, Analytics, IT, and business teams
Requirements
5+ years of experience in data engineering / data platforms
Proven experience managing large-scale data environments (banking is a plus)
Strong knowledge of ETL/ELT tools (Informatica, Talend, DataStage, Airflow)
Solid experience with SQL Server, Oracle, and data warehousing
Familiar with big data technologies, Git, and CI/CD
Strong leadership, communication, and problem-solving skills
Directorates :
Technology
PT Bank Permata Tbk hereby informs that the company does not impose any charges in the employee recruitment process."
data-scientist,Junior Data Scientist,PT Akulaku Silvrr Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/92064964?type=standard&ref=search-standalone&origin=cardTitle#sol=45ff26ba7558ffb7ec282817920e269a3fa1440c,"Job Description
Perform qualitative and quantitative validation on risk models, including machine learning models
Assess model logic, assumptions and technical approaches, and evaluate model implementation and performance
Perform data analysis and data quality check on large data sets through the use and/or development of algorithms
Manage validation process, including planning, executing project activities, monitoring milestones, and controlling quality of deliverables
Prepare validation of reports and communicate to the management, auditors, and other related stakeholders
Establish and review policies and procedural guidelines regularly
Requirements
Bachelor's degree in Financial Mathematics, Data Science, Statistics, Finance, Computer Science, Economic, or related disciplines
Minimum 1 year of experience in model related activities, such as development implementation, application, or validation of varying models (Fresh graduates are welcome to apply)
Proficiency in technical tools, such as SQL and Python
Fluent in English, both verbally and written
Preferably has working experience in the Financial Services industry and model audit experience.
Strong problem solving ability with passion for analytic excellence."
data-scientist,Data Science & Portfolio Manager,PT Sejahtera Sama Kita,Jakarta Raya,https://id.jobstreet.com/id/job/92175888?type=standard&ref=search-standalone&origin=cardTitle#sol=269ef2c1f7bc7d2f27e142e9e5160a86d566885a,"What you will do
1.
Credit Scoring &Modeling
Support HQ in developing and maintaining credit scoring models using SQL, Python, and machine learning techniques. Contribute to credit policy refinement through data-driven insights and model performance analysis.
2.
Portfolio Monitoring & Reporting
Monitor portfolio performance, delinquency, and loss trends to identify early risk signals.
Deliver monthly portfolio reports and analytical insights for management and related business units.
3.
Exploration of New Data Sources & Tools
Evaluate and test alternate local data sources or tools to enhance underwriting precision.
Lead proof-of-concept (POC) initiatives and assess their business and risk impact.
4.
Regulatory & Partner Engagement
Represent the Credit Risk team in OJK audits and bank partner engagements.
Prepare reports and defend the company’s portfolio quality and underwriting standards to regulators and partners.
What you will need to have
1. Bachelor's or Master's in Finance, Statistics, Mathematics, Data Science, or related field.
2. 4-6 years experience in data science, credit scoring model development, portfolio analytics, or credit management. Ideally in fintech or retail banking. Exposure to OJK/regulatory audits is preferred.
3. Strong in SQL & Python skills, statistical modelling and ML knowledge.
4. Experience with portfolio reporting and impact analysis. Familiarity with OJK credit risk requirements.
5. Possess analytical and detail oriented. Strong communicator, able to present insights clearly.
6. Collaborative, and able to manage multiple priorities."
data-scientist,Data Scientist,PT Eka Jaya Internasional,Tangerang Selatan,https://id.jobstreet.com/id/job/91695817?type=standard&ref=search-standalone&origin=cardTitle#sol=9754abb328e5373669d9f3920e8f4c8fdf18dcd9,"🌟 Shape Your Bright Career with Us!
Eka Jaya Group (Hanasui, NCo, FYNE, and Eomma) is #Hiring for the
Data Scientist
position!
About Us:
Eka Jaya Group is a leader in the beauty industry, proudly home to premium brands Hanasui, NCo, FYNE, and Eomma. Since our establishment in December 2016, we have been driven by our core values: Integrity, Compassion, Innovation, and Customer Satisfaction (IC-2). With our own private factory, we ensure superior product quality, timely delivery, and competitive pricing. As a fast-growing company, we continuously leverage data and innovation to drive business growth and make better strategic decisions. We are looking for passionate individuals to join our dynamic team and contribute through data-driven insights.
Position: Data Scientist
Work Location: Alam Sutera, Tangerang
Job Requirements:
Bachelor’s degree in Computer Science, Statistics, Mathematics, Engineering, or related fields
2–3+ years of experience in Data Science or analytics roles, preferably in consumer goods, retail, or related industries
Strong proficiency in Python/Java and machine learning frameworks (TensorFlow, Scikit-learn, Spark MLlib)
Solid understanding of statistical methods and data science techniques (regression, classification, clustering, A/B testing)
Experience in end-to-end ML development, including deployment in production environments
Familiarity with big data technologies, ETL pipelines, and data visualization tools
Experience or exposure to business use cases such as demand forecasting, customer segmentation, pricing, or promotion analytics is a plus
Understanding of consumer behavior, sales, and marketing data is preferred
Strong analytical thinking with the ability to translate data into business and commercial insights
Excellent communication skills to work with both technical teams and business stakeholders
Proven ability to collaborate in cross-functional teams in a fast-paced, data-driven environment
Job Description:
Data Collection & Analysis:
Collect, clean, and analyze large-scale data from sales, marketing, supply chain, and consumer data platforms to generate meaningful insights
Machine Learning & Predictive Modeling:
Develop and deploy machine learning models for demand forecasting, customer segmentation, pricing, and promotion optimization
Consumer & Marketing Analytics:
Analyze consumer behavior, customer lifetime value, and marketing effectiveness to support business growth
Business Collaboration & Implementation:
Work closely with business stakeholders to translate analytical models into scalable, production-ready solutions
Insight Translation & Strategy:
Translate complex data findings into actionable strategies for commercial, marketing, and operations teams
Model Monitoring & Improvement:
Continuously monitor, evaluate, and improve model performance in a fast-paced FMCG environment
Advanced Analytics for Business Optimization:
Identify opportunities in pricing, distribution, and product performance through advanced analytics
Why Join Eka Jaya Group?
At Eka Jaya Group, we empower our team members to learn, grow, and make an impact. If you're looking for an exciting opportunity in a dynamic and fast-paced environment,
#EJINIAN
is the place for you! Join us and help safeguard the financial health and compliance of Hanasui, NCo, FYNE, and Eomma - two beloved brands that are making waves in the beauty industry.
Upsize your career with us at
#LIFEatEJI
Let’s
#EJITOTHEMOON
together! 🚀"
data-scientist,Data Analyst,PT Bersaudara Inti Corpora,Jakarta Barat,https://id.jobstreet.com/id/job/92028378?type=standard&ref=search-standalone&origin=cardTitle#sol=2f893ee2505198a3ddec5d4d92f0f7cab38ec6ad,"About the role
Join the dynamic team at PT Bersaudara Inti Corpora' as a Data Analyst. This full-time role in West Jakarta, Jakarta offers an exciting opportunity to make a significant impact within a rapidly growing organization. As a Data Analyst, you will be responsible for extracting valuable insights from complex data sets to drive strategic decision-making and support the company's continued success.
What you'll be doing
Key Responsibilities
Collect, clean, process, and analyze data from various sources.
Prepare regular and ad-hoc data analysis reports based on business needs.
Identify trends, patterns, insights, and anomalies from data to support management decisions.
Develop interactive dashboards and visual reports using
Microsoft Power BI
.
Create data models, relationships, calculated columns, measures, and DAX formulas in Power BI.
Integrate data from various sources such as Excel, SQL databases, ERP, CRM, or internal systems.
Build and optimize queries for data analysis and reporting purposes.
Collaborate with users and business units to understand reporting and dashboard requirements.
Ensure the accuracy, consistency, and quality of data used in reports.
Maintain, update, and improve existing Power BI dashboards.
Prepare documentation related to data sources, formulas, dashboards, and reporting processes.
Provide data-driven recommendations to management or related department Stay up-to-date with the latest data analysis tools and techniques to enhance the company's data capabilities
What we're looking for
Qualifications:
Any in a quantitative field such as Mathematics, Statistics, or Computer Science
Experience:
Minimum 2 years of experience in data analysis, preferably in the Technology or Science & Technology industries
Skills:
Proficiency in data manipulation and analysis tools (e.g. SQL, Python, R, Excel), strong analytical and problem-solving abilities, excellent communication and presentation skills
Knowledge:
Understanding of data warehousing, data mining, and machine learning techniques, familiarity with industry-standard data visualization tools
What we offer
At PT Bersaudara Inti Corpora', we are committed to providing our employees with a supportive and dynamic work environment. Some of the key benefits you can expect include:
Competitive salary and performance-based bonuses
Comprehensive private health insurance
Opportunities for professional development and career advancement
Flexible work arrangements (WFA, WFH, WFO) and work-life balance initiatives
Collaborative and innovative culture that values employee contributions
About us
PT Bersaudara Inti Corpora' is a leading technology company that specializes in innovative data-driven solutions. With a strong focus on research and development, we are at the forefront of leveraging data analytics and cutting-edge technologies to transform industries. Our mission is to empower our clients with actionable insights that drive sustainable growth and market leadership.
If you are passionate about data and eager to contribute to the success of a dynamic organization, we encourage you to apply now."
data-scientist,Data Engineer,Pengiklan Anonim,Jakarta Raya,https://id.jobstreet.com/id/job/92193038?type=standard&ref=search-standalone&origin=cardTitle#sol=5b5f6ea3bf2d9e90a642d4ed1af1e3d491d713c7,"Pengatahuan dan Pengalaman:
1. Berpengalaman dalam membuat design, develop dan maintain data warehous, data modeling, data integration & mapping serta ETL2. Menguasai tools pengolahan data & visualisasi seperti Talend, Tableau, PowerBI/Google data studio3. Pengalaman menggunakan Python / R, report automation4. Familiar dengan database : MySQL, PostgreSQL, MongoDB
Deskirpsi Pekerjaan:
1. Mengelola proses ETL & data migration dari berbagai sumber data (data suource) baik internal maupun external data dan mengintegrasikannya dengan data warehous2. mengelola existing data pipeline dan bekerja sama dengan team Data Analyst, Product & Development untuk membuat data mart untuk mensupport development BI Report / Visualisasi dashboard 3. Membuat otomasi di proses persiapan data, data cleansing, data mapping, pengolahan data s.d pengiriman report / dashboard4. monitor, mengelola dan maintenance data warehouse untuk memastikan operasional berjalan dengan baik5. Memastikan backup dan security disiapkan dan berjalan sesuai data governance policy6. MEmbuat dokumentasi dan standarisasi terhadap data definition, ERD, etc yang terakit dengan Data warehouse management"
data-scientist,Data Analyst,Pengiklan Anonim,Jakarta Selatan,https://id.jobstreet.com/id/job/92210221?type=standard&ref=search-standalone&origin=cardTitle#sol=29bd3517d73910c31ce61a8ac5b82da68a23c0f5,"Bertanggung jawab untuk mengumpulkan, mengolah, menganalisis, dan menginterpretasikan data guna mendukung pengambilan keputusan bisnis. Posisi ini akan bekerja sama dengan berbagai tim untuk menghasilkan insight yang akurat, relevan, dan mudah dipahami.
Kualifikasi
Pendidikan minimal S1 di bidang Statistika, Matematika, Ilmu Komputer, Sistem Informasi, atau bidang terkait
Pengalaman minimal 1–2 tahun sebagai Data Analyst (fresh graduate dipersilakan melamar jika memiliki portofolio)
Menguasai SQL dan Microsoft Excel
Pengalaman menggunakan tools visualisasi data (Tableau, Power BI, Looker, atau sejenisnya)
Memahami konsep statistik dan analisis data
Memiliki kemampuan analisis dan problem-solving yang baik
Mampu mengomunikasikan hasil analisis secara jelas"
data-scientist,Product Analyst,PT Tjitra Selaras Sampoerno,Jakarta Barat,https://id.jobstreet.com/id/job/92067699?type=standard&ref=search-standalone&origin=cardTitle#sol=7b398196915fc69c891d1f21d93a607341910ff9,"TANGGUNG JAWAB UTAMA:
1.
Analisis Data & Riset Pengguna
Melacak, menganalisis, dan melaporkan metrik kunci produk (misalnya, tingkat penyelesaian, engagement rate, kepuasan pengguna).
Melakukan riset untuk memahami perilaku, kebutuhan, dan pain points pengguna serta mengidentifikasi tren pasar dalam industri edutech.
Merancang dan menjalankan A/B testing atau metode validasi lainnya untuk menguji ide-ide baru dan optimalisasi fitur.
Mengolah data menjadi laporan dan dashboard yang mudah dipahami untuk mendukung pengambilan keputusan strategis oleh manajemen
2. Pengembangan Produk & Inovasi
Memberikan masukan berbasis data untuk penyusunan roadmap dan strategi pengembangan produk pembelajaran
Bekerja sama dengan tim konten dan instruksional untuk mengoptimalkan materi dan metode belajar berdasarkan feedback dan data analitik
Mengeksplorasi dan mengimplementasikan penggunaan AI untuk personalisasi pengalaman belajar, analisis data, dan efisiensi proses
Memastikan kualitas produk dari sisi analitik dan fungsional, serta memastikan produk memenuhi standar yang telah ditetapkan sebelum diluncurkan
3. Kolaborasi Lintas Fungsi
Berkomunikasi secara efektif dan berkolaborasi dengan Product Director, tim Marketing, Sales, dan Visual Designer
Memastikan pesan, branding, dan tujuan produk selaras dengan strategi marketing dan penjualan untuk mencapai metrik bisnis
Mengelola dokumentasi proses analisis, hasil riset, dan laporan performa produk secara sistematis.
KUALIFIKASI:
Pendidikan.
: Minimal S1 dan Fresh Graduated dari Top University
Akademik.
: IPK minimal 3.6
Pengalaman
: 2 tahun pengalaman kerja sebagai Product Analyst dan Business Analyst
Key Competencies:
Analytical & Technical Skills:
Analisis Data:
Kemampuan analisis kuantitatif dan kualitatif yang kuat untuk menarik wawasan yang bermakna
Data Tools:
Pengalaman menggunakan tools analisis atau visualisasi data
Riset:
Familiar dengan metodologi riset pengguna dan pasar
2. Product & Business Acumen:
Rasa Ingin Tahu Tinggi:
Keinginan kuat untuk belajar, memahami pengguna, dan memecahkan masalah
Pemikiran Strategis:
Mampu melihat gambaran besar dan menghubungkan analisis data dengan tujuan bisnis
Passion:
Memiliki minat pada bidang edukasi, teknologi, dan pengembangan produk digital
3.
Communication & Collaboration:
Komunikasi:
Kemampuan komunikasi lisan dan tulisan yang sangat baik untuk menyampaikan temuan kompleks secara sederhana
Kolaborasi Tim:
Mampu bekerja secara efektif dalam tim lintas fungsi dan berkolaborasi dengan berbagai pihak
Detail-Oriented:
Teliti dan cermat dalam mengelola data dan memastikan akurasi dalam setiap laporan"
data-scientist,Growth Analyst,Jago Coffee,Jakarta Pusat,https://id.jobstreet.com/id/job/92176703?type=standard&ref=search-standalone&origin=cardTitle#sol=4602b758a40952bf5cdabfedcd445fb12bacd9e7,"Jago Coffee
is a mobile coffee company serving freshly brewed coffee across Indonesia through fully electric coffee carts operated by our Jagoans. We combine quality coffee, technology, and micro-entrepreneurship by empowering aspiring business owners with accessible opportunities while connecting them directly with customers through our digital platform.
We're hiring a
Growth Analyst
to be the data backbone of our Growth team. You'll build the performance monitoring infrastructure that helps our leaders make evidence-based decisions, from dashboards and automated alerts to experiment measurement and deep-dive investigations.
Responsibilities:
Build and maintain performance dashboards tracking key metrics across all depots (productivity, utilization, order patterns, attendance)
Produce weekly performance reports for the Growth leadership team
Create automated alerting systems that flag underperforming depots before problems compound
Analyze geographic order patterns to identify optimization opportunities across neighborhoods
Design measurement frameworks for Growth experiments (density pilots, behavioral interventions, grid redesigns)
Support cross-functional teams with data: hiring forecasts for HR, location intelligence for Expansion, performance benchmarks for Ops
Conduct ad-hoc deep dives on performance anomalies and revenue impact modeling
Job Requirements:
1–3 years in business analysis, data analytics, or growth analytics
Strong SQL skills and experience with data visualization tools (Looker, Metabase, Google Data Studio, or similar)
Advanced Excel/Google Sheets: pivot tables, lookups, data cleaning, basic modeling
Ability to translate raw data into actionable insights and clear narratives for non-technical stakeholders
Comfortable with ambiguity — you'll be building analytics infrastructure, not maintaining it"
data-scientist,Data & Project Support Section Head,PT Depoguna Bangunan Online,Jakarta Pusat,https://id.jobstreet.com/id/job/92193136?type=standard&ref=search-standalone&origin=cardTitle#sol=ed012ed525ab87f26296ff0da7b8bb1c2169a739,"KLASIFIKASI
(Preferably) Lulusan S1 Manajemen Informatika
Memiliki Pengalaman 4 Tahun di Digital Project
Seseorang yang gigih dan ulet.
DESKRIPSI PEKERJAAN:
Mengimplementasikan sistem yang sudah direncanakan secara komprehensif, mulai dari tahap persiapan hingga sistem berhasil go-live, dengan memperhatikan setiap detail dan memastikan kelancaran di seluruh tahap.
Mengawasi dan memastikan analisis permasalahan teknis dilakukan secara mendalam serta menyediakan solusi yang tepat dan efektif untuk menyelesaikan setiap isu yang muncul.
Menjamin bahwa setiap data yang diterima telah diproses sesuai dengan standar kualitas tertinggi, serta melakukan antisipasi terhadap potensi masalah yang mungkin muncul selama proses tersebut.
Menangani permasalahan dan perubahan yang diidentifikasi dari hasil analisis secara cepat dan tepat, guna memastikan kelangsungan proses operasional tanpa hambatan.
Memberikan edukasi mendalam kepada pengguna dan stakeholder terkait mengenai sistem yang ada, memastikan pemahaman penuh atas setiap perubahan yang diterapkan, serta mendukung adaptasi mereka terhadap sistem baru.
Menangani setiap permasalahan dan perubahan yang berhubungan dengan aktivitas operasional, memastikan penyelesaiannya dengan tepat dan efisien.
Menyusun strategi pengembangan dan optimalisasi proses digitalisasi di organisasi, memastikan proses berjalan secara efisien dan sesuai dengan perkembangan teknologi terkini.
Menganalisis masalah teknis yang terjadi secara menyeluruh, mengidentifikasi akar permasalahan, dan menilai opsi solusi yang paling efisien berdasarkan data dan tren teknis. Memberikan rekomendasi yang didukung oleh analisis kuantitatif untuk pengambilan keputusan."
data-scientist,Data Analyst,Jago Coffee,Jakarta Pusat,https://id.jobstreet.com/id/job/92092798?type=standard&ref=search-standalone&origin=cardTitle#sol=73ec1fbd2df69d8b4083b30568b3b62cc0ccd515,"Jago Coffee
is a mobile coffee company serving freshly brewed coffee across Indonesia through fully electric coffee carts operated by our Jagoans. We combine quality coffee, technology, and micro-entrepreneurship by empowering aspiring business owners with accessible opportunities while connecting them directly with customers through our digital platform.
What You'll Do:
Work closely with the Co-Founders (CTO) to identify key business priorities and growth opportunities.
Streamline and improve data collection processes.
Collaborate with the Engineering team to enhance user event tracking and data storage strategies.
Process and clean data to support accurate analysis.
Analyze data using tools such as SQL, Excel, and Python.
Create reports, dashboards, and visualizations to generate actionable insights.
Present findings and recommendations to the leadership team.
Build dashboards to help teams track and achieve company KPIs.
Job Requirement:
3-4+ years of experience as a Data Analyst or Product Analyst.
Strong verbal and written communication skills.
Experience working in a fast-paced startup environment.
Familiar with project management tools such as Asana, Trello, or Notion.
Proficient in SQL and dashboard creation.
Experience with Python is a plus."
data-scientist,Specialist AI Data Governance,"PT Bank Permata, Tbk",Tangerang Selatan,https://id.jobstreet.com/id/job/92202969?type=standard&ref=search-standalone&origin=cardTitle#sol=985af00f48b4d178c23b574106ed812f9e60d786,"Company Description :
We are one of the top 10 biggest banks in terms of assets in Indonesia and listed in the Indonesia Stock Exchange. Permata Bank is a KBMI 3 with a strong core capital of nearly 50 trillion rupiahs. We believe that our employees are our greatest asset, and we are deeply committed to creating an environment where they can Learn, Grow, and Make a difference. This commitment is reflected in the recognition we've received-HR Excellent Award 2024 in the Learning Development and Knowledge Management categories. In addition, we achieve a net profit of over 2 trillions rupiahs in 2024, further solidifying our position as a leading financial institution.
Why PermataBank ?
Here at PermataBank, you will Learn, Grow, and Make A Difference,
You will have the appetite and the ability to learn many things, challenged to grow beyond ways you can imagine, and see the incredible difference you would have made along the journey.
This is our platform for you. We cannot promise a smooth ride, but rest assured, it is going to be a meaningful journey!
Learn : We always think innovatively to improve the way we work, making it easier, better and faster.
Grow : We provide excellent service to customers and encourage excellent performance in our daily work.
Make a difference : We understand each other and together build strong relationships with internal and external parties based on mutual respect.
Job Description:
Establish and enforce data policy frameworks and standards to ensure data quality, consistency, and security across the organization.
Ensure each business unit has access to valid, reliable, and trusted data.
Define and maintain clear data ownership across all data domains.
Monitor and improve data quality and governance practices continuously.
Mitigate legal and compliance risks by ensuring adherence to applicable data protection regulations.
Job Requirement:
Bachelor’s degree in Information System, Computer Science, or related field
3 years of experience in Data Governance, IT Governance, Compliance, or Risk Management, with specific experience in AI/ML/Gen AI projects.
Strong understanding of relationship between business process, architecture, control, risk , compliance and data technology.
Strong problem-solving, organizational, and interpersonal skills are crucial for collaborating with various business stakeholders
Familiar with modern enterprise data platforms and governance tools.
Experience in banking/financial services is highly preferred.
Directorates:
Technology
PT Bank Permata Tbk hereby informs that the company does not impose any charges in the employee recruitment process."
data-scientist,Data Analyst - Cost Management Logistik,PT JET TRANSPORT SERVICES,Jakarta Raya,https://id.jobstreet.com/id/job/91693037?type=standard&ref=search-standalone&origin=cardTitle#sol=4d4445b22e4b803416008946eb820663c2b2712e,"Lokasi :
Landmark, Pluit (Jakarta Utara)
Kualifikasi :
Pendidikan minimal lulusan Sarjana (S1) Teknik Informatika / Sistem Informasi / Matematika / Ilmu Komputer / Sains Data / dan bidang terkait lainnya
Memiliki pengalaman kerja minimal 1–2 tahun di bidang Data Analysis, Cost Control, Finance Analysis, atau bidang terkait.
Mahir menggunakan Microsoft Excel, Google Sheets, serta kemampuan tools analisis atau visualisasi data seperti Power BI, Tableau, atau tools sejenis (menjadi nilai tambah)
Berpengalaman dalam menyusun laporan analisis, monitoring data, serta memberikan
insight
berbasis data kepada manajemen.
Memiliki pengalaman bekerja dengan data dalam jumlah besar serta melakukan validasi dan pembersihan data (data cleaning).
Diutamakan memiliki pengalaman di industri logistik, transportasi, supply chain, atau operasional perusahaan.
Memiliki kemampuan problem solving dan critical thinking yang baik
Teliti, rapih, tepat waktu, bertanggung jawab, serta memiliki kemampuan komunikasi / koordinasi yang baik
Deskripsi Pekerjaan :
Mengumpulkan dan Mengolah Data Biaya Operasional
Melakukan Analisis Efisiensi Cost
Menyusun Laporan dan Dashboard Analitik
Monitoring dan Validasi Data Cost
Mendukung Proyek Efisiensi Biaya Perusahaan
Mengidentifikasi Anomali atau Risiko Biaya
Koordinasi dengan Tim Terkait"
